frame,0x_L,0y_L,1x_L,1y_L,2x_L,2y_L,3x_L,3y_L,4x_L,4y_L,5x_L,5y_L,6x_L,6y_L,7x_L,7y_L,8x_L,8y_L,9x_L,9y_L,0x_R,0y_R,1x_R,1y_R,2x_R,2y_R,3x_R,3y_R,4x_R,4y_R,5x_R,5y_R,6x_R,6y_R,7x_R,7y_R,8x_R,8y_R,9x_R,9y_R,x_Body,y_Body
1,951.137752532959,724.9247660636902,923.8562965393066,741.4665281772614,942.0295715332032,727.2713434696198,981.6307067871094,738.544930934906,941.3649559020996,731.4075095653534,993.9007186889648,742.7348198890686,942.8453063964844,735.6600134372711,988.1565856933594,747.5259108543396,946.8144607543944,740.4928476810455,943.1890869140624,752.6145770549774,918.0607223510742,678.6947026252747,983.5332870483398,682.2474508285522,947.3957633972168,711.0051734447479,1007.6773452758788,734.2245633602142,939.2531776428224,728.9041478633881,1001.864776611328,744.6533434391022,929.9711036682128,740.8765647411346,987.0029067993164,753.983213186264,920.4377746582032,748.2285070419312,965.6732940673828,758.439122915268,962.2718811035156,406.0988674163818
2,944.6205139160156,702.1166338920593,945.5944919586182,703.5349791049957,941.1985015869141,714.5343021154404,987.8390693664551,729.6809371709824,938.7374210357666,727.1564259529114,996.8486595153809,743.238672375679,935.7622718811035,735.6918766498566,988.0280685424805,748.8040517568588,934.3922424316406,742.854306936264,924.9468612670898,758.905647277832,917.2792625427246,677.8355691432953,984.1399383544922,681.3316304683685,946.4477634429932,710.4098685979843,1006.9976806640624,733.802653670311,938.1316566467285,728.2821668386459,1003.9460563659668,745.2297217845917,928.7959957122803,740.1346026659012,989.4245910644531,753.5411111116409,919.6603775024414,747.1041246652603,967.5965309143066,756.5672518014908,960.8666753768921,405.87456676363945
3,943.4359550476074,693.6995587348938,953.2075309753418,691.3167338371277,941.8137359619141,710.3895424207052,988.939323425293,727.357855796814,938.7956619262695,725.7027389208475,996.3108825683594,743.4096489747366,934.144287109375,735.4827897548676,986.1027526855469,748.4402286211649,930.9522438049316,743.4623838265737,918.9328956604004,760.8078481356303,916.9556999206543,677.6443692843119,984.3904876708984,681.0311941305796,946.2675094604492,709.9149081707001,1006.7868804931641,733.3468430042267,937.6100540161133,727.8927172819773,1004.0474700927734,745.2951154708862,928.1182479858398,739.8638168176016,989.4342803955078,753.5360372861227,919.0362358093262,746.8986295859019,967.5614166259766,756.0137725671133,960.0080680847168,405.7350545724233
4,943.4517288208008,689.4829781651497,956.8405294418335,685.9997609257698,941.9837951660156,708.2170342803001,990.0894355773926,726.3568353056908,938.8391447067261,724.8290066123009,997.1861171722412,743.0970786809921,933.630166053772,735.2381654977798,986.2012481689453,748.0126739144325,929.6957445144653,743.5050482153893,917.0178508758545,761.478879570961,916.7350959777832,677.5406800508499,984.6309757232666,680.9223333001137,945.8555746078491,709.5237347483635,1006.6304683685302,733.0869509577751,937.1272659301758,727.5944988131523,1004.2359638214111,745.5525375008583,927.6757335662842,739.6793168783188,989.6306705474854,753.6517215371132,918.7084865570068,746.794276535511,967.666597366333,755.7808448672295,959.4128966331482,405.5986543446779
5,944.9402961730957,686.9294288158417,958.8293724060059,683.5022068500518,942.0781745910645,706.6814960479736,991.1716690063477,725.9438207626342,938.7937088012695,724.0387835025788,997.8855514526367,742.5652779579162,933.4705467224121,734.9316302776336,986.7233963012695,747.7462116241455,929.2815284729004,743.4817281723023,915.8757705688477,762.1152607917786,916.5600700378418,677.3856679916382,984.7770309448242,680.7901658058166,945.7179565429688,709.2660595417022,1006.4725570678711,733.0043258190155,936.9286308288574,727.3305991649628,1004.2524261474609,745.750969362259,927.4639205932617,739.4674820899963,989.6720123291016,753.8217482089997,918.4936637878418,746.6647025585174,967.7090377807617,755.7266990184784,959.0086612701416,405.41608384847643
6,945.1810111999512,677.3072449684144,966.8081817626953,669.4565445899964,942.2615776062012,701.6244584083557,993.6883850097656,723.1394381523132,938.2769966125488,722.1784411907196,999.1855773925781,742.3143983840943,931.4038467407227,734.6843445777893,986.6287307739258,747.6012710571289,925.2984924316406,744.1542889595032,908.8348617553711,764.3704352378845,916.0947875976562,676.9722983837128,985.0558090209961,680.4349280357361,945.2475128173828,708.5922513961792,1006.1629257202148,732.6995628356933,936.2741546630859,726.6820839881897,1004.7446823120117,746.1701682090759,926.7161979675293,738.9198053359985,990.17724609375,753.9343933105469,917.789176940918,746.209540271759,967.9423599243164,755.1722420692444,958.0222721099854,405.0863397359848
7,947.1465911865234,676.7274085998536,967.0265808105469,670.7970595836639,942.547908782959,701.279285955429,994.0264663696289,723.6142123699188,938.6790733337402,721.7729385852814,999.2446517944336,741.7423549175262,932.111743927002,734.375135564804,986.4622421264648,747.0858774185181,926.3667297363281,743.9985297203064,909.6260375976562,764.3631363391876,915.9308280944824,676.8717316627502,985.2490539550781,680.4593811988831,945.153018951416,708.0647670269012,1006.157958984375,732.5031100749969,936.118766784668,726.1538092136383,1004.5394668579102,746.2726862430573,926.5340766906738,738.5395215988159,989.8888320922852,754.0890163421631,917.5050888061523,746.0974015235901,967.6095428466797,755.2722900867462,957.6001224517822,404.80686663389207
8,951.0160789489746,676.7790072441101,966.0308074951172,671.4487363815308,941.9700508117676,701.5828015804291,994.2497406005859,724.175449514389,937.9855842590332,721.937985086441,999.7237243652344,741.1849339485168,932.142448425293,734.4381209850311,987.0485000610352,746.7763226032257,927.2773132324219,743.9471904277801,909.3073768615723,764.3498229503632,915.8098983764648,676.7121809482575,985.5191802978516,680.5281588077545,944.8393135070801,707.7663519859314,1006.1727447509766,732.520511341095,935.8825950622559,725.8350041866303,1004.7699508666992,746.3916792869568,926.3729782104492,738.2628427028656,990.162712097168,754.0842121601105,917.383861541748,745.9058640956879,967.8259048461914,755.2447000026702,957.4189510345459,404.53016303777696
9,951.9268569946289,678.6140565872192,967.2000274658203,677.287410736084,941.9211044311523,703.4104038238526,995.1060333251953,725.6523958683014,937.1659812927246,722.5966149806976,998.7196426391602,741.7324007511139,931.9095153808594,734.6958425045013,986.9921722412109,746.6656041145325,928.1035995483398,743.9389035224915,918.5533447265625,761.821761083603,915.7582054138184,676.5376619338989,985.5920333862305,680.4750534534454,944.8850898742676,707.5691458702088,1006.1321411132812,732.4625153541565,935.9108276367188,725.5132351398468,1004.7028198242188,746.3293484210968,926.3629989624023,737.9126931667328,990.1490478515625,754.0619449615479,917.2878227233887,745.6154766082764,967.8492736816406,755.3076854228973,957.3726539611816,404.2726669073105
10,953.6254920959473,678.5691763877869,966.517822265625,676.5445409297943,941.2355003356934,704.010148525238,994.424446105957,726.0526743888855,936.36328125,723.1317070007324,998.0276870727539,742.0188115119934,931.4779243469238,734.9867116451263,986.0943603515625,746.7855851650238,928.3513412475586,744.0420884609223,917.3956146240234,761.9717651844024,915.7541542053223,676.5339445590973,985.8213043212891,680.5959484100342,944.7468452453613,707.4261319160462,1006.2810745239258,732.4341595649719,935.7933540344238,725.3679240703583,1004.9008941650391,746.1300921916961,926.2821578979492,737.7668633937835,990.3678359985352,753.8208219528199,917.2870559692383,745.4366103649139,968.1759338378906,755.1182104587555,957.3786334991455,404.0971104860306
11,952.5590858459473,680.3060672760009,969.893440246582,679.8501392841339,941.0226173400879,705.1866667747497,995.3278427124023,726.9454865455627,935.4868812561035,723.7395039558411,997.1407928466797,742.3461504459381,931.0835380554199,735.6165164470673,985.8578338623047,746.7739513874054,928.9063682556152,744.6465138435364,927.1728973388672,759.5358966827392,915.8168334960938,676.5097383975983,986.0861434936523,680.6329863071442,944.6592750549316,707.3890693187714,1006.2252731323242,732.3158951759339,935.6611061096191,725.3766308784485,1004.9312896728516,745.9595993041992,926.1954116821289,737.7717169761657,990.3993301391602,753.6800927639008,917.3089141845703,745.3834062099456,968.3000564575195,755.0005882740021,957.3987407684326,403.9521266937256
12,953.26171875,680.3226534366607,969.3069534301758,679.6314193248749,940.8787651062012,705.1961269378662,995.1268844604492,727.2927708625793,935.0725479125977,723.7456295967102,997.2229614257812,742.2646522521973,930.5921401977539,735.5942492485046,985.6802673339844,746.7425574779511,928.4430656433105,744.5783166885376,926.7095489501953,759.4747884750366,915.9295120239258,676.4618447780609,986.2228775024414,680.6815591812134,944.6480827331543,707.4359502315522,1006.1306762695312,732.3366062641144,935.5754585266113,725.4681696891785,1004.8596038818359,745.9231171607971,926.0888557434082,737.839864730835,990.255500793457,753.6753750324249,917.2385673522949,745.3739583969116,968.3215484619141,754.9778641223908,957.4200096130371,403.83313982486726
13,954.8142700195312,680.2573585510254,968.9099578857422,680.1216187953949,940.8589553833008,704.7906984329223,995.6572036743164,727.658049249649,934.8518943786621,723.1876034736633,997.7112350463867,742.2626144886017,930.4194717407227,735.0823506832123,986.2454223632812,746.6489315032959,928.3598098754883,744.1777541160584,927.3226318359375,759.5265847206116,915.7773399353027,676.3876084327698,986.1154861450195,680.4911209106446,944.7260513305664,707.5066791534424,1005.9130554199219,732.423192691803,935.5880584716797,725.5579671382905,1004.6297378540039,745.9846329212189,926.0701904296875,737.9105442523957,990.0234375,753.8328879833222,917.1918067932129,745.4075506210327,968.2154388427734,755.1653507232666,957.4363975524902,403.72945162057874
