frame,0x_L,0y_L,1x_L,1y_L,2x_L,2y_L,3x_L,3y_L,4x_L,4y_L,5x_L,5y_L,6x_L,6y_L,7x_L,7y_L,8x_L,8y_L,9x_L,9y_L,0x_R,0y_R,1x_R,1y_R,2x_R,2y_R,3x_R,3y_R,4x_R,4y_R,5x_R,5y_R,6x_R,6y_R,7x_R,7y_R,8x_R,8y_R,9x_R,9y_R,x_Body,y_Body
1,938.3583641052246,690.6259319782257,974.5012664794922,673.4971704483032,950.1731300354004,698.9405632019043,997.3812103271484,724.4554629325867,936.016845703125,720.4773778915405,990.6091690063477,740.5775074958801,920.866928100586,737.9337253570557,973.7516784667968,753.2311549186707,906.7100143432616,751.5943984985352,940.2898979187012,761.2527186870575,909.261875152588,682.1873059272766,975.7929611206056,695.25523686409,933.3003616333008,711.5728449821472,994.8235702514648,738.8977110385895,924.4134521484376,728.5466129779816,992.3852920532228,752.1262547969818,915.8065795898438,740.2755479812622,978.878288269043,761.7629623413086,908.2500457763672,747.1416380405426,955.5547714233398,767.8189487457275,960.0657749176024,398.2435357570648
2,952.8843212127686,692.4864718914032,970.0837898254395,680.0156674385071,947.0384216308594,700.5895153284073,996.7720985412598,728.359910607338,932.874584197998,721.1418123245239,990.802116394043,744.0345734357834,919.7905254364014,738.0773568153381,973.6807823181152,755.7990766763687,909.1450309753418,751.7124961614609,937.1932697296143,762.7655111551285,908.5567760467529,681.8961218595505,975.2844429016113,695.8099716901779,933.5445213317871,710.5472632646561,994.5055389404297,738.9200646877289,924.4501304626466,727.61050760746,991.9330787658691,752.6434453725815,915.2665901184082,739.658846616745,978.0856132507324,761.5335904359818,906.9053077697754,747.0540142059326,955.8277988433838,767.2125288248062,960.0490522384644,399.9290672838688
3,951.7514419555664,694.0744454860687,968.0878829956055,687.4947332541147,942.9146957397461,702.5313290754954,993.9156723022461,731.9293211301168,929.3677139282227,722.5868542989095,990.4453659057617,747.0912291208903,918.4178733825684,738.9060679276785,975.4438781738281,756.2285610834757,910.2109527587891,751.7963635126749,942.6814079284668,761.0962637265524,908.6116790771484,682.0694038073221,975.4975509643555,696.072009563446,933.531322479248,710.2303086916605,994.5574569702148,739.2081303596497,924.5023155212402,727.2467050552368,992.0220947265625,752.8391633033752,915.2957344055176,739.4286410808563,978.02978515625,761.270976225535,906.8481636047363,747.0053548812866,956.1247825622559,766.8805689016978,960.0344657897949,400.95061206817627
4,951.4493465423584,693.4739999175072,968.3292388916016,687.9754653573036,943.9893579483032,701.6577202677727,995.32301902771,731.5662544369698,930.2768611907959,721.7615240216255,991.2513542175293,746.9830475449562,918.5052967071533,738.1858059763908,975.5820465087891,756.434797167778,909.3398380279541,751.2249612212181,942.3531818389893,761.7843125462532,908.6940622329713,682.1501630544662,975.3219223022461,696.1964983940125,933.6029291152954,709.939670085907,994.5461940765381,739.255323112011,924.5990467071533,727.0214704275131,992.0452880859375,752.893889605999,915.3546524047853,739.3325111269951,978.0202674865723,761.0809290409088,906.813497543335,747.0484103560448,956.2044095993042,766.7310917377472,959.9566197395325,401.6988070756197
5,950.7388000488281,692.8159844398499,968.9500122070312,688.4391028881073,944.836727142334,701.284349489212,996.0718688964844,731.0441701412201,931.0900840759277,721.4120938777924,991.552848815918,746.597073507309,918.7733001708984,737.8252422332764,975.1754379272461,756.2498361587525,908.9812774658203,750.8895545959473,940.9639205932617,762.2212615489959,908.6535530090332,682.0458110332489,975.0639266967773,696.187692785263,933.7317810058594,709.8322984695435,994.695671081543,739.2713998317719,924.7837257385254,726.8561830997467,992.1288070678711,752.7868113040925,915.4721488952637,739.1741552829742,978.0223388671875,760.8206881046295,906.7789306640625,746.9404304981232,956.2377433776855,766.539900112152,959.856107711792,402.2899970293045
6,952.3718605041504,692.6959663391114,967.9463882446289,692.1630355834961,943.8856430053711,701.4137042522431,996.1719131469727,732.2900958538055,930.3161201477051,721.2229523658752,992.0218505859375,747.633714723587,918.3132705688477,737.3512707710266,975.2458419799805,756.8063185214996,909.126033782959,750.2558101177216,938.8257522583008,763.035638332367,908.5612678527832,681.9060575008392,974.7743911743164,696.3819842815399,933.9645767211914,709.369244480133,994.8614730834961,739.2720173358917,925.048210144043,726.3562764644623,992.2970809936523,752.7387077331543,915.5389022827148,738.797922372818,977.9958801269531,760.374751329422,906.486270904541,746.7800523281097,956.4398345947266,766.1631731987,959.697114944458,403.64780831336975
7,948.5331916809082,691.8570128917694,968.2180709838867,692.5491238594055,944.3824653625488,701.0111409664154,996.3787078857422,731.7178547859191,930.9858512878418,721.0006755828857,992.4076538085938,747.0904839992523,918.4808235168457,737.0656504154206,975.1920318603516,756.2524420261383,908.4641990661621,749.7807147979736,937.8153762817383,763.2096262931824,908.8368186950684,681.8768866062164,974.6283874511719,696.3678310871124,934.2091369628906,709.2760384082794,995.1031265258789,739.2689668655396,925.3584480285645,726.2194499015808,992.6140594482422,752.499783039093,915.821720123291,738.6767927646637,978.2213973999023,760.0624794960022,906.6908683776855,746.6884764671325,956.529613494873,766.0163183689117,959.5172996520996,404.40187964439394
8,947.6109466552734,690.5599701881408,969.818229675293,689.4214284420013,947.4669914245605,699.7535691261292,998.3919296264648,729.0082714080811,933.7902717590332,720.0344792366028,992.821174621582,744.8030634880066,919.7873382568359,736.4428604602814,974.3029632568359,755.5864391326904,907.901481628418,749.4646761894226,935.6175956726074,764.0919038295746,908.8914642333984,681.7249064922332,974.1906280517578,696.2930513381958,934.4352836608887,709.1855246543885,995.3268585205078,738.9330693244934,925.5684471130371,726.1546490192413,992.8218154907227,752.115510225296,915.9390907287598,738.5978880882263,978.4365463256836,759.7430693149566,906.6492347717285,746.5966783046722,956.5487022399902,765.9686717510224,959.3391666412354,404.9443384885788
9,947.0499458312988,690.3849695205688,970.1908721923828,689.1811205387115,947.4442749023438,699.87359957695,998.34521484375,728.3077994346619,933.9129295349121,720.2155808448791,992.9379959106445,744.1597847461701,920.0340270996094,736.5962608337402,974.0263137817383,755.2143435001374,908.3184928894043,749.5576105594635,934.1215667724609,764.4274555683136,908.7218627929688,681.4449548244477,973.9505996704102,696.1309688568115,934.5735969543457,709.2089033603668,995.6558303833008,738.6977879047394,925.6924324035645,726.1328758239746,993.1461181640625,751.7434022426605,915.96240234375,738.5101160526276,978.6705093383789,759.4528547286988,906.5387306213379,746.441400718689,956.6206741333008,765.8887914180756,959.2030220031738,405.3592364192009
10,946.9297943115234,690.6326874732971,969.6161727905273,688.5720885753632,946.9904251098633,699.812911272049,998.2378234863281,727.9391124248505,933.6220893859863,720.3423914909363,993.2259063720703,743.8841556072235,920.0060806274414,736.8502279281616,974.3127365112305,755.1585705280304,908.5691871643066,749.8739085197449,933.9211006164551,764.5818068981171,908.7162208557129,681.2978776931762,973.9413757324219,696.08928732872,934.5486373901367,709.1594906806946,995.8596038818359,738.4539849281311,925.6264801025391,726.1719267845153,993.4041137695312,751.4788017272949,915.8939094543457,738.5756702899932,978.9975357055664,759.3128294944763,906.5047645568848,746.4553192615509,956.846305847168,765.9123059749603,959.1159782409668,405.68763746023177
