frame,0x_L,0y_L,1x_L,1y_L,2x_L,2y_L,3x_L,3y_L,4x_L,4y_L,5x_L,5y_L,6x_L,6y_L,7x_L,7y_L,8x_L,8y_L,9x_L,9y_L,0x_R,0y_R,1x_R,1y_R,2x_R,2y_R,3x_R,3y_R,4x_R,4y_R,5x_R,5y_R,6x_R,6y_R,7x_R,7y_R,8x_R,8y_R,9x_R,9y_R,x_Body,y_Body
1,968.9289093017578,696.7008757591248,957.4994087219238,675.8121933937073,941.8567085266112,701.8350520133972,993.7107467651368,720.2910768985748,932.6859283447266,718.2198445796967,995.4619216918944,732.9888141155243,930.3801155090332,731.5327394008636,990.2181243896484,743.8094005584717,930.7749366760254,742.0937271118164,967.5458908081056,746.7404456138611,903.2207107543944,675.2109913825989,976.0937118530272,682.0812804698944,932.2954559326172,706.4030387401581,997.9959869384766,726.7958035469055,924.331398010254,724.6107652187347,998.9384078979492,739.7666010856628,916.889762878418,736.4347958564758,985.8958053588868,749.1702625751495,910.7252311706544,743.0063982009888,965.229949951172,753.4510481357574,958.8706684112548,407.9693028330803
2,960.9978675842285,696.4728006124496,960.4452610015869,676.9486479759216,941.3224983215332,701.9496607780457,993.9889526367188,720.6485500335693,933.2073783874512,718.2303421497345,996.1627006530762,734.770653128624,930.4455471038818,731.3011444807053,989.7157287597656,744.425793170929,930.036678314209,741.5052456855774,966.3565635681152,747.7168740034103,904.1523170471191,675.2702100276947,976.2324714660645,681.8042989969254,932.2233009338379,704.8890730142593,998.2113075256348,726.1380381584167,924.279956817627,723.233113527298,998.6749649047852,740.2723060846329,916.6080665588379,735.6906725168228,985.6221771240234,749.4781501293182,910.0362968444824,743.0462272167206,965.7007598876953,753.6994391679764,958.312611579895,408.02300253510475
3,958.7746810913086,699.4846049149832,961.8558311462402,676.4557973543803,941.2050437927246,703.6522431373596,994.7380828857422,722.3080100218455,932.9683494567871,719.7811419963837,996.1604690551758,736.2768383026123,929.9928283691406,732.6857636769613,988.6247634887695,745.0862344106039,929.4759368896484,742.5584812959036,960.0431823730469,748.667120218277,904.5816421508789,675.1434981822968,976.5575408935547,681.6679849624634,932.2054672241211,704.472288608551,998.22021484375,726.1199041207632,924.2172241210938,722.8165658315023,998.5294342041016,740.4593995412191,916.425666809082,735.3864385286967,985.3849029541016,749.6341522534689,909.6849632263184,742.9226440588633,965.7233047485352,753.7887199719747,957.8664588928223,408.0823009411494
4,955.3710508346558,697.7676913142204,963.8109254837036,677.253201007843,940.9569454193115,703.4433569312096,996.0651397705079,722.5991220474243,933.1008338928223,719.7280983924866,996.8104648590088,737.2042677402496,929.9471139907837,732.5397033691406,989.4919109344482,745.2696434259415,929.4288110733032,742.3415932655334,952.1013021469116,749.353012919426,904.9017763137817,675.1735551953316,976.686201095581,681.6071916818619,932.4172210693359,704.1157262921333,998.3069229125977,725.9815780520439,924.461989402771,722.5108343958855,998.5028457641602,740.4738285541534,916.6361618041992,735.2161669135094,985.3316688537598,749.5990265607834,909.8122930526733,742.9473802447319,965.8511924743652,753.9904688596725,957.4894881248474,408.1278470158577
5,954.2639350891113,694.5931859970093,962.3541526794434,675.9736707210541,943.075756072998,702.0577610492707,996.0787124633789,720.6292345046998,935.0787162780762,718.9833760738372,995.9762649536133,735.8752259731293,930.6136779785156,732.2473645687103,987.6852264404297,744.2470380783082,928.3340950012207,742.4593513011932,953.1855125427246,748.7394052505493,905.0882034301758,675.1696309566498,976.6623916625977,681.6190786361694,932.5666122436523,703.9523501396179,998.3716506958008,726.0457089424133,924.5985260009766,722.2968043804169,998.5395584106445,740.5216110229492,916.6838150024414,735.0169322967529,985.2075347900391,749.6174343585968,909.733943939209,742.8450320243835,965.7071685791016,754.0407398700714,957.1705284118652,408.16907159090044
6,950.5145072937012,691.5238570690155,962.1293563842773,675.0204049110413,945.3402786254883,701.1064342021942,996.6651992797852,719.1321822166443,937.770938873291,718.7643103122712,995.4309997558594,735.3187312602997,932.0914764404297,732.3552795886993,986.1115036010742,743.3626980781555,927.9566917419434,742.6121341705323,951.9999732971191,748.3222565174103,905.6811790466309,675.1988883018494,976.7958297729492,681.4933300971985,932.5660743713379,703.2240534305572,998.5188446044922,725.7642258644104,924.6174087524414,721.597616815567,998.5018615722656,740.6062831878662,916.6339416503906,734.5717488765716,985.0954742431641,749.6617464542389,909.5230407714844,742.7701905250549,965.8235321044922,754.2537664413452,956.5291557312012,408.2466393709183
7,949.2363967895508,688.448106098175,961.3267250061035,673.1222960472107,947.593563079834,699.9752901554108,997.200553894043,717.1742125034332,940.0387229919434,718.4641909599304,994.5146942138672,733.8771802425384,933.3308715820312,732.5614395141602,984.7251663208008,742.2202166557312,927.6489486694336,743.044312953949,951.0786552429199,747.5135978221894,905.9097061157227,675.1613934516906,976.8474884033203,681.5537096500397,932.6369476318359,703.1577581882477,998.6417770385742,725.8826384544373,924.6598091125488,721.4822423458099,998.5386199951172,740.4427680969238,916.6513824462891,734.4262402057648,985.075080871582,749.6025648593902,909.5024642944336,742.6409963130951,965.7396011352539,754.3534069061279,956.054048538208,408.3061451554298
8,947.4427070617676,683.5231155395508,960.9843864440918,671.7001223087311,949.5074844360352,697.7837556838989,997.2761535644531,714.2324969768524,942.1490936279297,717.1657650470734,993.7342987060547,731.8319324970246,934.3940734863281,731.8646602153779,983.6981506347656,740.8253242492676,927.0529289245605,742.7688196659088,953.6537132263184,746.3602977275848,906.0727958679199,675.3080630302429,976.716178894043,681.6101124763488,932.7096862792969,702.9523392677307,998.7516860961914,725.7390563964843,924.7558250427246,721.2687094211578,998.5912857055664,740.1880970478057,916.7728042602539,734.2929704666137,985.1356201171875,749.4469908714294,909.6096954345703,742.6374765396118,965.744270324707,754.4259512901306,955.6860237121582,408.34193260669707
9,947.3008689880371,681.2522935390473,959.2137107849121,669.5787363052368,951.5778007507324,696.490739107132,996.4319229125977,711.9046546459198,944.0679931640625,716.5503851413727,992.0679702758789,729.7324555397033,935.3720512390137,731.861622095108,981.2518844604492,739.5874260902405,926.3257141113281,743.142409658432,960.5016403198242,745.1675761699677,906.2690505981445,675.4124829769135,976.8021469116211,681.6705167293549,932.426513671875,702.8470301151276,998.7383422851562,725.876352262497,924.4492492675781,721.1358966350556,998.6094589233398,740.0075141429901,916.5218925476074,734.2167951583863,985.2551422119141,749.4529312610626,909.4340400695801,742.6257316112518,965.7979888916016,754.360434103012,955.3990230560303,408.36691991090777
10,945.6954002380371,681.1894810199738,960.286937713623,668.8273449420929,951.2477073669434,696.4825880527496,996.6414413452148,711.5620386600494,944.0731658935547,716.6178289413452,992.3553543090818,729.7846840381623,935.6122741699219,732.0324607849121,981.8415069580078,739.8601035594941,926.5896148681641,743.2997991085052,961.5400314331055,745.3976458549499,906.4615173339844,675.631437587738,976.9304351806641,681.6475085258484,932.4185485839844,702.723714542389,998.7338790893555,725.7742541313171,924.4477958679199,721.0494584083557,998.5476150512695,739.8255603790283,916.5678863525391,734.2544011592865,985.320671081543,749.4160662651062,909.5090103149414,742.7927541255951,965.9926300048828,754.3978795528412,955.1686763763428,408.3764140367508
