,0x_L,0y_L,1x_L,1y_L,2x_L,2y_L,3x_L,3y_L,4x_L,4y_L,5x_L,5y_L,6x_L,6y_L,7x_L,7y_L,8x_L,8y_L,9x_L,9y_L,10x_L,10y_L,11x_L,11y_L,12x_L,12y_L,13x_L,13y_L,14x_L,14y_L,15x_L,15y_L,16x_L,16y_L,17x_L,17y_L,18x_L,18y_L,19x_L,19y_L,20x_L,20y_L,0x_R,0y_R,1x_R,1y_R,2x_R,2y_R,3x_R,3y_R,4x_R,4y_R,5x_R,5y_R,6x_R,6y_R,7x_R,7y_R,8x_R,8y_R,9x_R,9y_R,10x_R,10y_R,11x_R,11y_R,12x_R,12y_R,13x_R,13y_R,14x_R,14y_R,15x_R,15y_R,16x_R,16y_R,17x_R,17y_R,18x_R,18y_R,19x_R,19y_R,20x_R,20y_R,x_Body,y_Body
1,924.338321685791,703.061847448349,940.1931953430176,680.2920005321503,954.8232650756836,677.681316614151,966.3989639282227,682.7975234985352,972.1174621582031,686.7311482429504,942.6971626281738,695.4750065803528,969.5663452148438,716.4789152145386,986.4355087280273,723.3997161388397,993.0522537231445,723.9657204151154,932.6162338256836,718.8337054252625,961.5692138671875,738.0582759380341,979.4922637939453,741.4963536262512,993.2910919189453,736.4794414043427,923.1234741210938,735.9387547969818,946.2989616394043,750.5459382534027,963.8896179199219,751.6276819705963,974.0035629272461,746.9358239173889,915.6768035888672,748.4069039821625,913.6637878417969,758.341557264328,912.5431823730469,762.8281569480896,910.2826309204102,763.5489077568054,892.4211502075195,691.0446615219116,919.2265892028809,678.1114699840546,944.7470855712891,679.5041270256042,967.0525360107422,688.2679307460785,986.6720581054688,696.188717842102,941.304759979248,708.470442533493,973.6907958984375,723.918790102005,990.7558822631836,730.0359711647034,1002.3143005371094,733.4102606773376,930.9554100036621,726.6216056346893,966.646614074707,742.6345989704132,986.2296295166016,746.6610963344574,997.7168655395508,746.7606379985809,921.8892288208008,738.4479827880859,954.8000907897949,756.1507143974304,972.9524230957031,758.5027875900269,983.6184310913086,755.929277420044,914.6608543395996,744.7634444236755,938.7390518188477,761.4291396141052,953.6345100402832,762.6685938835144,963.9530181884766,758.6278939247131,969.9986743927002,400.3338335156441
2,933.3989524841309,699.1141436100006,946.7423057556152,679.5920596122742,955.4561233520508,679.9545962810516,960.0070953369141,688.3167753219604,960.5546951293945,698.5078780651093,942.220344543457,693.7144405841827,963.2810211181641,715.6570789813995,982.0785140991211,724.1346077919006,990.1326370239258,726.4841492176056,932.3668670654297,715.0608170032501,955.9626960754395,736.1085066795349,976.3571548461914,741.541307926178,992.5460815429688,738.0841493606567,922.8180313110352,731.0774536132812,940.3993606567383,747.3093521595001,959.8795509338379,750.9210720062256,972.7312088012695,748.9723525047302,914.9238967895508,743.2885358333588,909.096794128418,753.074000120163,907.3673057556152,759.4898679256439,904.7432899475098,762.8728642463684,892.6777267456055,691.3138933181763,919.3604850769043,677.9313440322876,944.1024398803711,678.912125825882,965.9028625488281,687.3650779724121,985.18798828125,695.4063401222229,942.0905113220215,708.4409875869751,974.3380737304688,724.4550924301147,991.2900924682617,730.5913543701172,1002.5558853149414,733.7689688205719,931.5290451049805,725.9629139900208,967.1763610839844,742.6059467792511,986.5140151977539,746.9473712444305,998.082275390625,747.0167169570923,921.8675994873047,737.4336705207825,954.6841049194336,755.4737446308136,972.5373458862305,758.5971422195435,983.2876968383789,756.5839552879333,913.6734008789062,743.5262749195099,937.7468490600586,761.002197265625,952.0041847229004,763.0955979824066,961.8129730224609,759.5158030986786,968.2131958007812,400.6761932373047
3,941.0873222351074,696.7847328186035,954.1286087036133,678.0952913761139,960.7403182983398,678.6272094249725,963.5142517089844,686.8468685150146,964.4533538818359,696.9766530990601,942.996883392334,695.4606187343597,963.8785171508789,718.6808114051819,982.5104141235352,725.5309698581696,990.5175018310547,726.1229093074799,932.6265907287598,715.6470136642456,956.1330413818359,737.7779290676117,976.7681121826172,743.2674789428711,992.1489715576172,740.6661810874939,922.9018592834473,730.6050629615784,940.6663513183594,747.5993320941925,960.1091766357422,751.5305485725403,971.8856048583984,750.2700374126434,915.7084465026855,741.8927295207977,910.1233863830566,753.0814719200134,908.8237953186035,759.9497232437134,906.0574722290039,764.2992987632751,892.7360916137695,691.159764289856,919.4213104248047,677.9996399879456,943.7977981567383,678.8713705539703,965.1996231079102,687.4793162345886,984.5426559448242,695.6376571655273,941.5741539001465,707.8549144268036,973.7854385375977,724.2216758728027,990.8010864257812,730.5666542053223,1002.1564865112305,733.9933698177338,931.0782623291016,725.6877541542053,967.0479583740234,742.1578857898712,986.4636611938477,746.4208254814148,998.1614685058594,746.477944612503,921.5120887756348,737.38729596138,954.920825958252,754.9080491065979,972.8858184814453,757.8836162090302,983.5466766357422,755.8821001052856,913.4041786193848,743.6849734783173,937.6821899414062,760.637314081192,952.1876907348633,762.5460193157196,962.255973815918,758.8827378749847,967.1040344238281,401.00478261709213
4,929.8626136779785,698.5686404705048,945.5613327026367,677.7244184017181,957.8601837158203,677.034542798996,967.0648956298828,683.421140909195,971.7251586914062,691.4551782608032,941.316032409668,694.6114270687103,964.3820571899414,717.7137999534607,983.2695007324219,725.0738933086395,992.1039962768555,726.3090867996216,931.6264343261719,715.8614728450775,956.4234924316406,738.4501440525055,977.9098892211914,742.7244458198547,995.013313293457,738.389443397522,922.2763824462891,731.5201423168182,940.6853485107422,749.2309014797211,960.7392883300781,752.0390632152557,973.7160873413086,749.1018431186676,914.879207611084,743.2120888233185,908.1355476379395,754.328521490097,905.7576942443848,760.6105761528015,902.2870445251465,763.502409696579,893.3694076538086,691.4977242946625,919.7820854187012,678.109617471695,943.7965393066406,678.7916507720947,964.9747467041016,687.1454935073853,984.0441513061523,695.7165741920471,942.1967124938965,707.891902923584,974.0908813476562,724.3312211036682,991.1175155639648,730.7012701034546,1002.4419021606445,734.0567874908447,931.7262840270996,725.4161140918732,967.3594665527344,742.3848185539246,986.5837097167969,746.5881073474884,998.0776977539062,746.7414953708649,921.8609046936035,736.9434957504272,955.0958633422852,754.9094076156616,972.8822708129883,757.7779612541199,983.2851791381836,755.8719112873077,913.3966255187988,743.1718893051147,937.8470420837402,760.4507660865784,952.2756958007812,762.1227819919586,962.0847702026367,758.3256256580353,966.1840724945068,401.2174819111824
5,933.9485549926758,699.9405493736267,949.585018157959,678.736754655838,960.2847290039062,675.2692837715149,968.4220504760742,676.8102653026581,971.7634963989258,679.0566835403442,939.6220207214355,695.9721591472626,961.2654876708984,718.5028467178345,980.6809616088867,725.9345088005066,990.501594543457,727.5587916374207,929.5141410827637,717.1180937290192,952.6602172851562,739.3589866161346,974.5135116577148,743.6088352203369,992.6166915893555,738.8725168704987,921.031551361084,732.6220784187317,938.0037689208984,750.6139872074127,958.5041999816895,753.6295068264008,971.9199371337891,750.5279688835144,915.4166221618652,744.1489043235779,907.0685577392578,754.1929175853729,904.1261672973633,760.4192116260529,900.329475402832,763.1048605442047,893.0160140991211,691.8167886734009,919.0514373779297,678.1014664173126,943.3751678466797,679.0252525806427,964.4880294799805,687.8386418819427,983.5873031616211,696.0949807167053,941.9765853881836,708.2164630889893,973.8689804077148,724.6183605194092,990.6782913208008,730.9801967144012,1001.8928146362305,734.3576972484589,931.2574195861816,726.258513212204,966.8569564819336,742.7505044937134,986.1428833007812,746.8905608654022,997.5112152099609,746.9705893993378,921.4410209655762,737.9616365432739,954.495964050293,755.3099207878113,972.1900177001953,757.9351160526276,982.4800872802734,755.7866339683533,913.2290267944336,744.1560056209564,937.5103569030762,760.6946802139282,951.9481658935547,762.1079001426697,961.702995300293,758.1635925769806,965.5923271179199,401.3595078587532
6,907.0939064025879,700.0535526275635,930.1964378356934,676.703869342804,953.5517120361328,669.4156534671783,972.4758911132812,666.090517282486,982.093620300293,663.458652973175,943.3677864074707,692.1605532169342,971.2202453613281,713.5367550849915,987.4266815185547,720.4277305603027,994.9958038330078,721.7719135284424,932.1592140197754,715.7062323093414,961.4623260498047,738.1251516342163,980.4669570922852,741.4312069416046,994.072151184082,736.6055357456207,920.2161026000977,732.863831281662,944.7762107849121,750.3734076023102,963.1363677978516,753.5292241573334,973.0569076538086,750.6094794273376,910.7328987121582,745.3726739883423,915.5597877502441,757.5608468055725,916.2494659423828,761.070122718811,915.1954078674316,760.0845861434937,893.1982040405273,691.7767744064331,919.4762992858887,678.1029484272003,943.5944366455078,678.5582342147827,964.9352645874023,686.8348889350891,984.0955352783203,695.118644952774,942.1528816223145,708.4792728424072,973.9876556396484,724.5106060504913,991.0314559936523,730.7654905319214,1002.5889587402344,734.0647532939911,931.9367980957031,725.9818096160889,967.0014953613281,742.392290353775,986.2329483032227,746.7340235710144,997.7422714233398,746.9430487155914,922.1321296691895,737.5190713405609,954.7730827331543,754.9280562400818,972.4052810668945,757.9003505706787,982.9248046875,755.8698117733002,913.5217666625977,743.6947300434113,937.7241897583008,760.9721248149872,952.0120811462402,762.8613786697388,961.9688415527344,759.2131025791168,965.1743602752686,401.4670153260231
7,908.5539436340332,700.1107335090637,931.545295715332,677.1435940265656,954.0020942687988,670.1795060634613,971.7388916015625,667.0494394302368,980.5521011352539,664.3398313522339,943.2484245300293,692.5334639549255,970.8867645263672,714.2433032989502,987.0119476318359,720.9932408332825,994.4978713989258,722.0732555389404,931.9476127624512,715.7495810985565,961.062126159668,738.5373973846436,980.2670288085938,741.8305468559265,994.1324615478516,736.8198714256287,920.174617767334,732.8214087486267,944.2618560791016,750.7986209392548,962.984619140625,754.0499036312103,973.3636093139648,750.9360773563385,910.8415031433105,745.3879880905151,915.0010871887207,757.8629298210144,915.8694076538086,761.4376611709595,915.0123596191406,760.3176321983337,893.379077911377,691.6542615890503,919.4126129150391,678.0223023891449,943.4512138366699,678.7553415298462,964.3742752075195,687.4039807319641,983.2364273071289,695.4766738414764,941.6291427612305,707.9824290275574,973.3647537231445,724.4755935668945,990.435676574707,730.7580804824829,1002.0013046264648,734.0289998054504,931.160831451416,725.9409925937653,966.5064239501953,742.543208360672,986.1474609375,746.6285538673401,997.7378082275391,746.4946172237396,921.4280319213867,737.8388149738312,954.4960784912109,755.2486643791199,972.5043869018555,757.7641909122467,983.0359268188477,755.3227648735046,913.0990219116211,744.2824704647064,937.3547744750977,761.1399624347687,951.8304634094238,762.612030506134,961.6191101074219,758.4277608394623,964.8475456237793,401.54852586984634
8,906.0320091247559,699.0322625637054,930.5485725402832,676.4664390087128,954.6283721923828,669.9694929122925,974.0376663208008,667.1772627830505,983.7826538085938,665.3298139572144,943.9604187011719,692.711181640625,973.8631439208984,715.0380928516388,989.4660186767578,721.2724761962891,996.1697387695312,721.7514741420746,931.9316482543945,715.8050947189331,963.7919998168945,739.055545091629,982.089958190918,741.5825572013855,994.2013549804688,736.2117533683777,919.661865234375,732.7363166809082,946.2689208984375,751.0059170722961,964.2760848999023,753.4742045402527,973.2263946533203,749.8222234249115,910.0864219665527,745.0755310058594,916.6776466369629,758.2721498012543,917.9135513305664,761.0044820308685,916.842098236084,759.1942687034607,893.4107780456543,691.4653670787811,919.452953338623,677.7643091678619,943.7105941772461,678.6118335723877,964.8657989501953,687.1146183013916,983.6940765380859,695.4629034996033,941.5508651733398,708.0141069889069,973.612174987793,724.3531424999237,990.6134033203125,730.5074355602264,1002.1418380737305,733.7752673625946,930.992431640625,725.6702787876129,966.4003372192383,742.4088394641876,985.8345794677734,746.5424120426178,997.4940490722656,746.4773271083832,921.1506271362305,737.3546917438507,954.0982818603516,755.2434773445129,972.2217178344727,758.0820202827454,983.2347106933594,755.7936117649078,912.6575088500977,743.5029332637787,937.2533798217773,760.9064223766327,951.8724632263184,762.7175002098083,962.0523834228516,758.7300908565521,964.4970703125,401.61316311359406
9,906.4957809448242,699.0835771560669,929.2774200439453,676.1767678260803,952.8459548950195,669.865072965622,971.6576385498047,667.3562154769897,981.148796081543,665.9457125663757,941.4553642272949,693.17307472229,969.5939254760742,715.1996936798096,986.1544418334961,721.8355782032013,994.4343566894531,722.2461566925049,930.0200271606445,716.0069568157196,960.1961517333984,739.3708426952362,980.2529525756836,742.6571996212006,994.8598480224609,737.3817384243011,918.4775733947754,732.5883626937866,943.4671211242676,751.3152248859406,962.5845336914062,754.3266072273254,973.0538177490234,750.8982243537903,909.7049903869629,744.4553098678589,912.7492332458496,756.8639934062958,911.6734886169434,761.3994994163513,908.8612174987793,761.6126618385315,893.5969161987305,691.6937201023102,919.8316955566406,678.1500639915466,943.9863967895508,678.7994313240051,964.9543762207031,687.3627932071686,983.8213348388672,695.6551325321198,941.4568519592285,707.9482810497284,973.4439468383789,724.2602081298828,990.3754806518555,730.3676943778992,1001.971549987793,733.7850239276886,930.8466911315918,725.835275888443,966.4084625244141,742.334244966507,985.9968566894531,746.3599395751953,997.7248764038086,746.3509240150452,921.185245513916,737.6866002082825,954.1763877868652,755.2281014919281,972.3279190063477,758.0512685775757,983.390007019043,755.9863348007202,913.0055236816406,743.9253060817719,937.2821044921875,760.9482891559601,951.8970680236816,762.8466203212738,962.3078155517578,759.2216241359711,964.2471599578857,401.6611123085022
10,906.1052513122559,699.0950627326965,929.1402053833008,675.5529034137726,952.1329879760742,670.0020353794098,970.3597640991211,668.430178642273,980.0687026977539,668.0323824882507,941.1087799072266,693.8533790111542,970.3411102294922,715.2771286964417,986.7523956298828,720.9775562286377,994.1955184936523,720.7358033657074,929.8630142211914,717.0616538524628,961.8117141723633,740.2407824993134,980.6577301025391,742.4288465976715,993.6127853393555,736.8148696422577,918.6989593505859,733.5891516208649,945.4811096191406,752.4452574253082,963.3971786499023,754.5584182739258,972.3283767700195,750.5827414989471,910.3481483459473,745.1723556518555,913.76220703125,757.5836327075958,911.6814994812012,762.0602905750275,907.4553108215332,762.4861214160919,894.037971496582,691.8971877098083,920.0680160522461,678.4495534896851,944.0151214599609,679.198956489563,965.0315093994141,687.594480752945,984.1414260864258,695.7846231460571,941.8716430664062,708.0656685829163,973.7982559204102,724.230382680893,990.6639862060547,730.2050437927246,1002.1784591674805,733.4842994213104,931.2687492370605,725.7388834953308,966.7151641845703,742.4595365524292,986.0833740234375,746.4420676231384,997.5775909423828,746.3288173675537,921.5029907226562,737.4342880249023,954.407901763916,755.311217546463,972.4266815185547,758.1493282318115,983.3465194702148,756.0648195743561,913.1295204162598,743.6137135028839,937.2261428833008,760.8652966022491,951.6890716552734,762.913990020752,962.0034027099609,759.3952045440674,964.026403427124,401.77613788843155
